"","L1B.r1","L1B.r2","L1B_benomyl.r1","L1B_benomyl.r2","L4C.r1","L4C.r2","L4C_benomyl.r1","L4C_benomyl.r2","U10D.r1","U10D.r2","U10D_benomyl.r1","U10D_benomyl.r2","U3B.r1","U3B.r2","U3B_benomyl.r1","U3B_benomyl.r2","U3E.r1","U3E.r2","U3E_benomyl.r1","U3E_benomyl.r2","U5C.r1","U5C.r2","U5C_benomyl.r1","U5C_benomyl.r2"
"CLUG_05229T0",499,469,31,55,1562,1322,80,92,1094,2073,92,62,2086,1738,30,40,1555,1001,26,87,2514,2812,71,55
"CLUG_05230T0",4,3,50,42,6,2,100,93,18,18,58,120,1,3,318,224,1,11,7,13,150,138,64,53
"CLUG_05231T0",33,48,64,27,84,59,83,100,67,142,86,113,7,13,446,330,54,35,11,19,96,83,101,130
"CLUG_05232T0",167,79,4,3,162,166,11,12,234,255,8,14,126,86,10,11,155,158,16,24,469,421,17,15
"CLUG_05233T0",981.515897063912,1022.9704280728,75.155966039811,87.7703638843473,1709.67702529543,1910.59171769813,136.831652009367,118.931294822083,1937.16273044388,2602.2069649876,193.043800607626,179.930704292747,1148.45210105813,972.208365384622,120.893518722833,108.503366386575,1418.47264606646,1285.37836294688,45.0630789584631,51.4616428578041,2814.18496304891,2417.30059789891,187.05264055122,101
"CLUG_05234T0",13,3,12,7,2,4,2,13,0,1,9,18,1,9,46,32,2,6,4,5,2,0,15,14
"CLUG_05235T0",181,143,34,41,604,465,89,92,186,373,92,85,268,218,45,25,330,273,54,55,323,238,28,22
"CLUG_05236T0",6855,1799,308,395,5311,13263,390,356,8174,4036,451,241,10905,3333,217,215,7754,4572,270,305,8677,7874,272,139
"CLUG_05237T0",1082,1115,610,581,2065,2140,596,634,1224,1551,634,586,2075,2110,1209,1686,1921,2129,366,381,2357,2718,160,214
"CLUG_05238T0",147,86,258,204,424,355,241,310,187,293,194,191,269,213,784,960,297,251,30,38,224,266,35,71
"CLUG_05239T0",2547,986,928,709,2232,5940,2516,1535,2575,1307,881,775,1577,713,3669,2880,1383,815,363,346,1087,830,227,335
"CLUG_05240T0",3094,3985,726,859,8337,6036,774,1192,3648,5842,823,1168,4103,3557,1025,974,5168,4932,1749,3172,5615,5511,946,1062
"CLUG_05241T0",1600,1019,200,265,2232,2424,214,245,1406,1949,433,586,2798,2637,302,282,2247,1897,924,1125,2744,2280,1498,1365
"CLUG_05242T0",1654,897,224,318,2238,2476,317,408,1530,1971,447,796,4510,3898,2031,1611,3278,2318,953,1126,4383,3869,1354,1120
"CLUG_05243T0",0,0,9,13,2,5,19,27,1,1,11,38,0,1,26,17,2,2,7,6,0,1,2,0
"CLUG_05244T0",510,343,124,156,810,665,124,220,322,518,86,132,546,721,418,699,553,899,267,202,606,624,164,200
"CLUG_05245T0",1711,1264,498,525,4096,3826,1427,1174,2507,3231,608,805,5487,3799,3474,2383,4404,2361,661,1189,3676,4249,1309,1498
"CLUG_05246T0",1537,1557,129,188,4093,2474,422,292,1664,2366,225,189,3001,2700,559,454,2697,1800,59,135,3121,2690,152,148
"CLUG_05247T0",566,354,65,116,1288,1136,61,149,550,929,89,123,633,595,235,270,722,744,124,140,480,481,130,112
"CLUG_05248T0",1043,953,202,215,1923,2204,233,294,1666,2445,302,334,2332,1872,362,409,2914,2551,515,453,3126,3880,138,143
"CLUG_05249T0",417,259,46,57.1502030255643,485,442,37,41,243,414,40,36,371,524,18,80.4145171552919,394,710,167,68,363,419,9.48559826658117,28
"CLUG_05250T0",7,1,11,8,0,2,10,14,0,1,13,15,3,4,51,44,2,9,3,4,3,5,12,6
"CLUG_05251T0",0,0,0,0.849796974435693,0,0,0,0,0,0,0,0,0,0,0,6.58548284470811,0,0,0,0,0,0,2.51440173341883,0
"CLUG_05252T0",43,28,51,33,49,60,41,50,68.9999969838585,94,34,33,72,47,110,126,67,57,26,21,62,51,36,37
"CLUG_05253T0",0,0,0,0,0,0,0,0,3.01614152706888e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLUG_05254T0",4006,3625,347,402,4507,4035,408,323,3308,4118,863,1020,3623,2875,118,212,3558,3561,1907,1354,3213,2725,452,379
"CLUG_05255T0",123,120,58,69,245,242,156,107,124,150,71,72,196,205,170,179,157,189,27,33,204,182,21,56
"CLUG_05256T0",18,1,21,24,4,1,2,3,1,2,1,3,1,185,5,54,2,158,25,7,6,2,6,4
"CLUG_05257T0",96,411,100,143,1046,286,237,257,141,610,167,224,905,2662,286,260,1063,1502,188,678,581,801,177,498
"CLUG_05258T0",15144.326672193,11364.0376288771,22051.7646990677,24479.81561186,19787.2129184411,19476.0091799197,40637.518985498,20998.801169549,12406.0793086625,14149.7608582823,23198.8571572489,22244.2557974178,10876.2201510068,8217.7163361105,26622.5701422445,21340.6729836634,11623.0244980208,11229.6805945204,15356.9971628588,15911.8443586618,15181.4603756716,13113.6692128119,18767.7511864292,16610.0097087286
"CLUG_05259T0",3305,2430,318,390,4614,4444,408,478,3274,4259,358,339,2245,2116,357,665,2614,2828,408,556,4237,4079,309,367
"CLUG_05260T0",1401,1108,205,239,4022,3836,347,527,2032,2878,278,273,2334,1905,733,865,2559,1762,537,519,2327,2203,377,419
"CLUG_05261T0",915,610,128,166,2016,1849,321,264,876,1343,183,151,1163,989,444,339,1239,1063,441,398,1106,1051,215,157
"CLUG_05262T0",1592,1003,603,960,1985,2080,1063,1034,1297,1599,622,1007,2644,2526,686,623,1897,1916,1393,1697,2659,2348,1319,1214
"CLUG_05263T0",114,66,1,4,307,269,7,11,89,194,5,8,185,149,2,8,247,214,8,11,219,177,6,1
"CLUG_05264T0",10,0,51,66,9,2,60,126,3,5,62,65,2,26,101,107,2,31,51,77,6,4,58,85
"CLUG_05265T0",161,0,180,220,6,4,268,310,3,2,105,187,10,330,398,317,1,277,269,131,4,6,197,220
"CLUG_05266T0",2782,1759,811,1019,3325,3430,1849,1582,2350,2978,1705,2353,8720,9179,916,783,5648,5212,2901,3982,7476,7795,4824,7293
"CLUG_05267T0",4205,2907,553,647,6148,6780,527,540,4761,5301,901,859,5807,5908,327,356,5616,5417,1362,1466,6813,7408,489,508
"CLUG_05268T0",581,408,307,374,987,1071,555,708,855,846,528,576,1220,951,389,455,909,915,955,1510,925,857,1118,1093
"CLUG_05269T0",2266,2027,2090,2544,3364,3986,2918,3158,3176,2769,3338,3626,4815,3948,1673,1730,3703,3518,3746,5106,3911,4174,3320,3383
"CLUG_05270T0",2781,3460,536,762,6592,6962,844,1528,3965,4925,786,1164,3695,3376,659,687,3733,3413,1616,2435,3741,3495,1241,1357
"CLUG_05271T0",991,903,467,616,1922,2101,768,923,1076,1512,548,898,2137,1897,597,884,2007,1526,1037,1385,2266,2117,1235,1494
"CLUG_05272T0",2306,2176,1069,1144,4407,5256,1150,1747,2846,3364,1080,1279,3268,2857,1725,2624,3613,3026,1430,1441,5255,4542,936,941
"CLUG_05273T0",43157,33426,71668,74390,59900,82499,111080,85580,49902,47067,97245,115953,56290,33735.3066505297,80280,74855,55052,45877,82173,95688,67434,56271,109205,98453
"CLUG_05274T0",208,14,385,427,63,89,309,491,15,28,225,304,33,87,407,689,36,120,265,254,27,42,269,248
"CLUG_05275T0",2956,3022,937,971,5096,5452,1372,1672,2927,3964,891,906,4104,3703,1987,2310,4302,4062,669,909,4844,4852,679,764
"CLUG_05276T0",1836,1066,2471,3063,1801,2702,5456,3048,1614,1410,1804,2103,1587,1236,5445,5929,1569,1870,1722,1383,1650,1831,1815,1842
"CLUG_05277T0",167,153,27,27,473,447,10,41,250,382,52,27,396,325,35,92,436,302,21,27,443,412,16,10
"CLUG_05278T0",1568,1368,171,168,3132,2910,195,233,1748,2516,239,205,2584,2174,330,427,2939,2439,137,201,2737,2708,96,93
"CLUG_05279T0",9,11,30,36,20,18,43,47,13,17,26,26,19,10,145,127,23,19,15,8,21,26,23,14
"CLUG_05280T0",521,820,7653,8393,927,1097,7031,9070,956,981,9653,9762,1452,1875,5349,7514,2209,3625,23807,22814,2222,2791,16756,20667
"CLUG_05281T0",8,3,217,244,5,10,10,28,7,1,8,14,5,11,17,605,14,9,132,1,20,9,3,32
"CLUG_05282T0",30780,24676,9586,11009,48083,57356,18362,19446,26474,28744,9072,11612,26957,30589,12673,12958,26157,20091,11355,11636,36399,31362,10386,10545
"CLUG_05283T0",1665,1732,719,862,2896,3012,1518,1447,1556,2138,666,1075,2354,1897,3088,2891,2318,1993,404,419,2155,1814,1263,1432
"CLUG_05284T0",1873,431,437,446,1319,3707,391,541,3371,1493,628,589,1557,1148,1142,1371,1217,984,720,478,2426,1754,730,816
"CLUG_05285T0",1272,1448,2051,2782,1957,2219,3383,2807,1521,1716,2376,3368,1766,1518,3646,3115,2061,1665,2479,2991,1955,2073,3834,4263
"CLUG_05286T0",3232,331,161,128,2051,12650,192,227,15324,2517,342,190,2293,7054,265,305,1646,2157,99,226,2888,2652,71,175
"CLUG_05287T0",982,761,157,181,1843,1840,188,198,1081,1286,166,277,1497,1432,283,451,1464,1381,310,423,1733,1418,324,286
"CLUG_05288T0",3332,4494,286,312,7414,5825,311,399,3829,6314,414,384,4011,3476,478,424,5180,4082,82,140,6156,5615,195,198
"CLUG_05289T0",926,1048,67,122,1922,1885,104,110,984,1395,74,102,1316,1044,46,67,1504,1140,81,136,1469,1296,65,69
"CLUG_05290T0",1162,1565,68,127,2677,2386,194,210,1434,1964,131,138,1752,1333,325,373,1985,1446,154,175,1727,1549,107,139
"CLUG_05291T0",17511.3195375003,20115,7490,9249,28037,35132,17391,12969,24303.3708737844,26320,14246,11708,45725,29256,7444,5616,35720,25531,8086,12395,29597.9682426288,33567,6703,6241
"CLUG_05292T0",903,71,621,854,117,128,90,90,58,59,57,62,105,965,114,602,109,1139,480,26,64,152,51,113
"CLUG_05293T0",994,897,1079,983,1655,1576,971,1707,754,1058,974,1111,937,970,2302,3300,1155,1195,299,378,1113,1205,550,559
"CLUG_05294T0",223,160,194,160,219,257,140,292,166,176,179,198,138,156,315,600,197,245,77,45,138,161,128,144
"CLUG_05295T0",72,7,112,109,20,26,31,44,6,12,25,44,16,74,106,459,22,104,66,80,29,42,54,63
"CLUG_05296T0",336,233,408.940147868645,373.648050934499,420,498,267,582,296,348,395,415,320,329.286921645943,693,1349.42458967525,357,437.587053946752,143.999989312982,137,303,310,189,250
"CLUG_05297T0",0,0,29.0598521313552,14.3519490655011,0,0,0,0,0,0,0,0,0,18.7130783540565,0,227.575410324746,0,4.41294605324787,1.06870178596921e-05,0,0,0,0,0
"CLUG_05298T0",430,321,100,105,781,679,115,246,363,498,85,113,401,324,155,325,477,395,100,160,488,550,184,183
"CLUG_05299T0",632,566,156,218,1336,1422,171,408,761,912,194,245,1301,1083,358,455,1257,976,299,442,1478,1235,427,418
"CLUG_05300T0",1039,600,341,410,1668,1791,777,1269,1154,1283,409,607,700,431,865,1082,924,723,215,324,937,761,196,258
"CLUG_05301T0",856,684,289,459,1582,1885,1273,788,1132,1079,607,619,1959,1238,688,561,1690,1357,410,636,2525,2428,310,339
"CLUG_05302T0",1272,1008,2030,2195,2458,2543,2695,3494,1649,1871,2279,2932,2339,1498,4314,5090,2092,1697,917,1105,3057,2823,1013,970
"CLUG_05303T0",17225,8061,20049,22841,22657,36866,36120,31197,31729,20760,36951,42667,35837,27543,17799,15490,30240,25120,30378,38560,46065,39843,22633,26715
"CLUG_05304T0",183,114,191,373,371,379,484,795,192,293,418,1575,293,215,2325,1382,319,199,121,218,405,327,321,377
"CLUG_05305T0",1920,1124,905,1600,2445,3159,2349,3732,4849,3252,2667,6282,2169,1185,5026,3560,1161,899,424,938,927,998,1396,1613
"CLUG_05306T0",205,127,70,65,355,415,134,101,209,275,45,74,342,260,95,99,284,300,28,43,374,353,109,108
"CLUG_05307T0",638,542,280,328,1189,1397,567,598,713,880,437,605,1295,1084,445,385,1090,978,445,636,1320,1325,804,706
"CLUG_05308T0",263,189,54,58,321,406,111,100,216,266,49,89,339,271,76,93,309,348,91,145,400,370,196,167
"CLUG_05309T0",282,271,291,350,613,633,436,435,257,452,413,654,1170,1124,836,605,797,639,440,760,809,761,807,792
"CLUG_05310T0",2425,1539,712,758,3123,3830,699,507,2966,2696,1372,1175,2565,2632,352,363,2382,2427,2228,2769,3703,3148,1433,1148
"CLUG_05311T0",101,14,24,23,35,43,8,12,22,29,1,2,38,58,3,34,28,74,41,5,8,9,4,4
"CLUG_05312T0",41,89,9,24,85,84,17,22,49,74,28,30,148,149,57,54,58,138,57,123,154,249,99,110
"CLUG_05313T0",3596,4881,696,868,5945,5689,2149,2113,4120,5668,806,1012,4298,3575,964,916,4783,3946,2611,3445,4238,4172,1742,1835
"CLUG_05314T0",180,241,50,37,268,265,75,57,178,304,31,58,794,906,68,76,414,446,54,69,422,489,50,54
"CLUG_05315T0",487,368,92,123,739,893,279,283,500,611,133,162,734,570,80,83,720,618,298,348,777,736,269,320
"CLUG_05316T0",798,680,57,110,1540,1426,84,108,771,1048,97,114,1321,1306,63,68,1298,1177,103,131,1469,1131,44,35
"CLUG_05317T0",1142,926,282,368,1668,1716,356,377,1040,1318,462,645,1645,1679,234,277,1513,1603,1087,1026,1394,1443,813,928
"CLUG_05318T0",441,414,92,111,1209,958,142,112,482,831,114,108,1273,1151,96,92,1080,1064,73,145,1362,1555,86,105
"CLUG_05319T0",2329,1470,119,172,4350,5227,185,221,2770,3439,200,156,3194,2547,169,172,3190,2619,101,146,3091,3329,99,133
"CLUG_05320T0",921,648,85,143,1359,1509,130,163,801,975,147,189,1541,1496,181,166,1244,1173,294,468,1461,1299,110,81
"CLUG_05321T0",441,256,136,220,1037,1191,303,406,544,775,295,436,951,886,155,165,982,833,243,490,983,909,618,571
"CLUG_05322T0",791,265,111,148,1214,1178,150,136,683,799,227,249,747,807,61,86,866,961,620,616,856,864,218,164
"CLUG_05323T0",0,0,0,2,3,2,2,8,2,3,0,3,1,2,15,7,0,2,3,3,1,1,13,10
"CLUG_05324T0",776,512,51,82,2268,2194,49,87,1094,1539,86,62,1739,1458,65,95,2121,1343,124,154,1811,1628,106,57
"CLUG_05325T0",4107,2900,396,560,4381,5206,389,397,3886,4334,632,553,4679,3227,171,239,4218,3779,909,1189,5224,4588,777,674
"CLUG_05326T0",670,608,38190,50991,1072,1045,78399,65955,752,1206,44657,57569,456,508,49226,40126,896,1049,64525,72151,418,340,90063,103155
"CLUG_05327T0",6,4,40,54,14,3,32,47,6,2,28,43,3,1,75,183,4,16,8,17,6,4,53,66
"CLUG_05328T0",308,239,71,110,1073,929,95,203,372,650,90,123,477,535,246,309,580,529,44,106,619,556,154,239
"CLUG_05329T0",853,491,102,85,1420,1288,185,239,778,982,54,88,948,796,132,151,927,892,66,79,1049,929,102,110
"CLUG_05330T0",408,287,57,87,1397,1113,66,101,457,762,69,81,1053,831,111,150,922,685,51,78,838,702,104,85
"CLUG_05331T0",154,125,83,94,547,492,44,173,207,328,90,146,368,360,263,326,447,316,49,64,469,388,131,150
"CLUG_05332T0",54,0,120,155,2,2,0,10,2,0,18,11,0,44,8,174,1,35,90,7,1,1,14,7
"CLUG_05333T0",4090,3043,4724,5067,4867,6501,2393,4530,5102,4599,4873,5653,4817,3864,3961,5529,4381,3265,6045,5886,6393,6513,6079,5781
"CLUG_05334T0",10849,6616,10252,12067,9422,11828,10322,10892,9032,8686,9264,10721,10458,8218,9344,10599,8504,7754,13884,13940,13093,13160,13537,11968
"CLUG_05335T0",193,105,3856,4181,178,168,5756,3809,178,159,3229,3959,194,129,4155,3451,119,104,3907,4582,211,255,4969,3709
"CLUG_05336T0",11796.3577348122,5861.93608456138,1341.86962255215,2058.53192703291,32123.0902579418,28473.5722293927,5065.09093210555,3601.70874288653,17257.4298744299,27828.726003294,3329.73782502571,3801.83339513929,16499.7299687354,12568.5444338839,1820,1230.33132713964,23413.0528013504,11950.9233185119,2544.36002370107,3627.69520373425,13101.9326621348,15394.1899229634,1649,1950.01988382275
"CLUG_05337T0",1902,1676,1241,1485,2951,3324,1507,3628,2073,2532,1253,2022,2610,2810,3001,3201,2736,2528,2075,2340,2755,2962,2640,3001
"CLUG_05338T0",330,376,280,349,293,430,150,594,431,384,224,388,253,271,648,773,232,270,316,332,288,316,449,490
"CLUG_05339T0",1236,807,581,770,2071,1909,1209,1461,922,1416,785,1693,2227,2561,1506,1461,1887,1902,1743,1778,1627,1650,1796,1984
"CLUG_05340T0",3024,2612,1267,1445,4830,4572,1433,1171,3077,4397,1521,1635,3618,4605,1091,1415,4027,4844,2142,2219,4831,5209,1402,1552
"CLUG_05341T0",1024,516,313,325,1899,1830,496,391,957,1196,319,328,1639,1758,388,527,1625,1417,909,879,1254,1364,709,607
"CLUG_05342T0",125,82,327,298,319,308,690,1458,129,211,295,551,230,178,752,756,212,176,411,704,249,224,744,955
"CLUG_05343T0",505,271,217,237,798,805,62,230,405,566,144,199,495,616,203,447,462,604,295,102,554,572,214,135
"CLUG_05344T0",3522,2784,806,930,5205,5109,990,1090,3225,4102,1264,1645,4598,4010,816,890,4187,3790,1785,2005,4323,4033,1560,1514
"CLUG_05345T0",6864,6124,48773,58389,5453,5710,99141,93293,5035,5689,39648,65417,10408,10100,91216,63429,6327,4463,66545,84607,8682,9804,72962,82809
"CLUG_05346T0",549,479,140,186,1177,1226,134,256,676,903,153,215,775,733,194,374,891,792,233,286,781,807,156,223
"CLUG_05347T0",1792,1417,36730,45300,2674,2562,46352,36865,1328,1841,39581,48543,2208,2357,37836,35729,2333,2427,41500,46335,2505,2386,54229,55891
"CLUG_05348T0",414,496,99,86,758,391,132,103,250,489,99,138,211,292,188,172,283,362,123,147,331,335,54,56
"CLUG_05349T0",700,421,368,496,887,1127,727,661,585,750,545,790,886,1105,233,267,998,1077,621,817,1179,1312,2188,2080
"CLUG_05350T0",50,0,38,75,0,0,24,16,0,1,9,8,0,40,64,65,0,54,58,12,0,1,22,40
"CLUG_05351T0",275,197,59,48,602,615,74,115,305,440,54,78,463,392,133,149,523,421,64,72,399,386,73,84
"CLUG_05352T0",1480,613,237,291,1462,1709,273,283,943,934,241,297,1460,1454,168,223,1197,1351,667,643,1255,1064,497,342
"CLUG_05353T0",3197,1564,7342,8948,5700,6367,9379,6179,3465,3849,12087,12142,6039,5303,10481,9516,4432,4191,12550,14652,5904,5914,19378,16710
"CLUG_05354T0",8924,1995,825,944,6092,14722,2151,1194,18530,6861,1175,1041,7369,6405,2226,2038,5590,5713,1076,759,10702,9210,682,454
"CLUG_05355T0",2051,1289,92,140,5069,4789,236,231,2848,3631,170,108,4640,3771,157,131,4821,3034,207,234,4111,4253,163,133
"CLUG_05356T0",709,772,154,253,950,927,361,262,773,815,263,318,766,678,112,99,722,758,398,485,820,770,320,403
"CLUG_05357T0",401,88,334,428,244,217,179,368,204,241,161,235,343,480,177,340,276,499,607,416,218,160,281,337
"CLUG_05358T0",1848,1268,1002,1268,2928,2899,1216,1490,1667,2216,1471,2263,3113,3159,1210,1071,2495,2630,2443,2499,2459,2600,2935,3156
"CLUG_05359T0",597,504,188,283,1077,1058,425,416,541,765,259,380,980,809,308,245,733,782,370,408,761,765,301,336
"CLUG_05360T0",110,95,10,23,182,160,5,31,128,155,15,21,240,240,3,17,156,153,11,15,262,232,9,13
"CLUG_05361T0",687,589,97,152,883,890,100,140,559,807,167,178,1961,2266,231,200,1239,1160,221,451,1535,1391,235,246
"CLUG_05362T0",879,608,93,145,1739,1802,168,176,874,1352,180,181,2134,2171,82,103,1609,1498,340,502,1858,1737,163,182
"CLUG_05363T0",658,499,182,224,1268,1196,351,257,489,869,300,392,3596,5028,848,541,1890,1739,684,1389,2255,2435,941,1235
"CLUG_05364T0",1846,1510,2365,3029,3244,3465,3500,4135,1870,2292,3080,3473,1219,880,2166,2706,1573,1377,3578,3976,1425,1160,3871,3930
"CLUG_05365T0",310,192,881,927,637,727,2505,2209,275,656,644,1001,867,1174,1575,1632,855,1212,1096,1026,993,974,850,1273
"CLUG_05366T0",6277,6104,1599,1844,8873,9085,2262,2060,6712,7914,1917,2273,6536,6357,1965,1844,6522,6710,2488,2489,7829,7630,1777,2130
"CLUG_05367T0",2674,2258,96,178,3545,4510,64,123,3196,3039,110,80,2228,1842,38,87,2267,2318,38,48,2507,3194,18,11
"CLUG_05368T0",7943,7094,1897,2822,17893,12715,5672,5436,8549,11307,2600,4012,11223,10867,1101,676,7235,5581,8114,13543,9848,9838,2832,3373
"CLUG_05369T0",99,94,46,51,162,210,28,48,73,97,20,16,46,65,10,36,70,60,19,36,93,119,8,7
"CLUG_05370T0",3008.12897801336,2135.15350558115,1328.89541145075,1722.11852567546,3944.97979443594,3575.48749220855,3234.06145962566,2675.18966752651,2516.2917775113,3456.24162514991,2409.74087680538,4504.39203176549,8317.39678670669,9130.27849225025,2672.69065866619,1427.78143733948,5599.99760258554,5590.94305572281,4373.90717078813,6116.3803908896,8058.8843612747,8252.93802526904,7217.61625728929,11682.5320214204
"CLUG_05371T0",573,462,253,355,848,741,695,1137,545,719,281,383,1880,2246,302,417,1034,1177,1138,1525,1475,1605,397,548
"CLUG_05372T0",238,156,85,106,440,559,200,236,203,407,133,171,533,484,59,46,575,502,184,329,603,620,649,566
"CLUG_05373T0",832,636,357,466,1377,1441,273,940,914,1071,453,479,559,461,361,424,791,684,858,1132,720,654,320,364
"CLUG_05374T0",1625,1457,153,216,3120,3315,136,221,1854,2197,230,194,2547,2065,66,79,2326,1880,302,308,2611,2269,79,84
"CLUG_05375T0",56,29,34,45,14,26,19,52,19,29,61,42,15,37,28,50,13,32,88,59,20,24,74,64
"CLUG_05376T0",284.841657623525,143.534701600785,54.1959641840472,64.2363970984873,309.637550571314,301.064204433054,102.6182922801,77.1216869843266,184.19632121535,231.341320564355,103.50947323456,123.63989492691,453.143958312887,494.145546607381,63.8326731871213,41.3372895947449,349.235660642474,361.629644265663,221.252591236595,242.166571504202,458.050394796199,444.635420924298,308.334706511876,403.420104769532
"CLUG_05377T0",817,733,380,412,1127,1229,682,721,970,1051,549,742,1395,1267,388,414,1126,1106,1280,1522,1682,1675,1345,1316
"CLUG_05378T0",108,101,70,51,285,281,50,39,134,211,66,56,156,161,110,116,138,143,11,7,167,191,13,11
"CLUG_05379T0",72,0,93,58,3,7,43,109,1,4,28,50,6,58,288,459,2,100,86,10,10,9,98,123
"CLUG_05380T0",1088,888,133,163,1955,1983,189,284,1133,1592,330,459,1447,1582,95,206,1745,1701,986,1037,1614,1666,681,777
"CLUG_05381T0",728,553,269,279,1135,1200,345,354,729,766,282,360,977,858,900,739,969,877,305,424,1029,861,528,566
"CLUG_05382T0",330,282,99,123,771,736,62,104,476,554,85,115,529,545,83,126,550,546,60,65,614,650,45,45
"CLUG_05383T0",2671,2246,361,437,5123,4251,491,513,2255,3533,606,604,4040,3393,249,322,3489,3360,1556,1336,3258,3504,361,391
"CLUG_05384T0",59,3,9,23,7,1,2,19,1,4,8,10,6,46,17,43,4,44,28,0,6,6,5,14
"CLUG_05385T0",303,220,119,128,603,571,217,171,244,462,140,185,1036,1547,282,239,587,720,131,214,693,675,84,129
"CLUG_05386T0",190,198,226,274,355,251,424,368,160,288,231,387,435,572,596,488,374,455,324,420,362,396,505,874
"CLUG_05387T0",5,1,40,43,1,1,12,14,0,2,18,25,3,13,25,70,1,15,16,3,4,2,3,18
"CLUG_05388T0",683,851,144,95,1528,1507,112,243,961,1313,140,179,1048,835,361,371,1129,917,73,118,1405,1447,239,167
"CLUG_05389T0",15,6,12,14,17,12,2,9,1,6,1,13,5,14,27,37,9,19,3,1,8,9,8,14
"CLUG_05390T0",187,113,269,438,330,389,871,1061,194,262,246,550,456,416,849,813,292,246,688,940,464,520,961,1401
"CLUG_05391T0",1007,793,329,456,1650,1851,740,580,876,1246,476,574,5210,7006,1088,794,2470,2563,1176,2436,3005,3214,1470,1791
"CLUG_05392T0",1470,1317,190,202,2532,2801,207,255,1611,1943,244,249,1734,1478,139,192,1934,1637,410,565,2436,2143,477,330
"CLUG_05393T0",1055,933,213,228,1524,1334,189,256,818,1143,262,223,1055,1234,212,295,1078,1353,173,152,1125,1143,204,235
"CLUG_05394T0",4,1,207,177,0,0,763,453,0,2,263,354,0,4,777,490,0,3,55,57,0,0,520,519
"CLUG_05395T0",1302,933,281,462,2447,1754,506,606,870,1557,429,603,2499,3226,322,252,1874,2181,969,1110,2901,2754,1271,1384
"CLUG_05396T0",171,135,39,26,326,276,11,26,144,242,19,22,149,184,22,55,202,342,14,9,216,221,25,31
"CLUG_05397T0",756,439,228,187,1052,1198,468,401,724,816,169,210,564,481,745,670,784,748,124,154,789,855,334,364
