,DHED1.r1,DHED10.r1,DHED11.r1,DHED12.r1,DHED13.r1,DHED14.r1,DHED15.r1,DHED16.r1,DHED17.r1,DHED18.r1,DHED19.r1,DHED2.r1,DHED20.r1,DHED21.r1,DHED22.r1,DHED23.r1,DHED24.r1,DHED3.r1,DHED4.r1,DHED5.r1,DHED6.r1,DHED7.r1,DHED8.r1,DHED9.r1
CLUG_00198,500,158,895,173,487,252,283,292,1248,542,934,343,396,1449,110,1360,122,803,411,1136,465,1129,425,990
CLUG_00199,53152,3174,34287,2124,58031,681,42821,829,49288,229,43125,888,379,44335,654,44830,179,75176,612,92055,801,74700,718,43830
CLUG_02644,415,605,474,1070,246,634,151,771,588,1300,451,876,1527,525,736,388,665,422,958,531,1302,525,1589,570
CLUG_00998,856,328,787,444,788,157,471,180,866,133,589,166,173,1236,165,1000,205,881,247,1214,221,1342,207,784
CLUG_00999,2279,3265,4576,5283,1934,862,1885,1277,5641,607,6634,1947,547,6510,7053,6291,8171,3148,2894,4202,1678,3399,1440,4562
CLUG_00990,1840,1037,2008,711,1812,357,2233,315,2570,735,2296,360,946,2170,794,2211,736,2461,555,2886,400,2655,594,2291
CLUG_00991,647,469,363,318,640,176,1204,162,847,485,310,251,590,758,318,691,149,888,453,740,371,873,300,629
CLUG_00992,2760,2030,3029,2277,3062,828,2199,0,3973,826,3406,1323,725,3424,1370,3586,1261,3205,2152,4246,1068,4318,1034,3351
CLUG_00993,2419,1490,5179,2116,2595,434,1848,563,6285,425,6167,829,503,6741,2166,6438,2858,3479,1287,4405,890,4377,839,5112
CLUG_00994,880,3103,1561,3211,1163,2703,585,3741,1449,2550,1617,2511,2896,1353,5689,1327,6621,1099,4566,1519,4380,1683,4479,1247
CLUG_00995,603,4513,1032,4784,638,2610,397,2853,1050,4736,1048,2051,4990,1351,4340,1429,5771,787,2620,1266,3712,1253,5068,849
CLUG_00996,598,5055,1039,5567,595,2510,438,2504,1082,4181,1156,1925,3954,1367,3764,1327,5787,658,2769,1028,6945,1204,5249,1003
CLUG_00997,51037,275379,46517,293069,77215,235888,47499,306440,135917,296502,117596,228475,308760,93058,377810,91513,389550,46730,280592,58235,320437,69488,275165,60554
CLUG_02645,2225,224,2800,282,2063,124,1382,229,2904,222,2601,245,374,2684,229,2020,304,2736,207,4498,217,4079,339,3014
CLUG_01359,1798,1621,3094,1824,1487,308,1165,441,4418,713,4782,521,983,3610,940,4034,1224,2301,630,2675,677,2830,1040,3801
CLUG_01358,1965,1086,1667,1501,1421,510,1108,792,1800,507,1613,945,731,1752,997,1757,1387,2062,1489,2215,711,2789,1371,1907
CLUG_02260,3463,473,4173,393,3333,189,3017,283,5640,135,4529,322,234,5547,248,4714,133,5078,303,6435,343,5910,300,5404
CLUG_01829,1240,604,1862,544,1397,631,1009,634,1479,1081,1481,486,1847,1801,319,1798,395,1892,671,2357,486,2171,796,1706
CLUG_01828,486,86,476,87,481,54,462,61,409,82,327,92,53,548,39,526,16,657,87,653,93,707,93,583
CLUG_01351,2772,1313,4525,1266,3094,296,1877,451,5810,309,5674,512,331,4960,564,4179,523,4127,535,6122,423,5791,475,5068
CLUG_01350,2742,732,4086,839,2931,209,1387,251,5169,435,4976,394,575,4703,696,3953,634,3551,386,5284,564,5460,496,4750
CLUG_01353,23321,11468,20648,9470,20370,3183,14316,4196,22598,1361,15390,6404,1995,22372,4595,21771,4371,26504,9006,34747,3058,37825,4769,23527
CLUG_01824,3236,1273,5069,1546,3736,578,3503,969,5387,477,4731,1015,566,4582,655,3877,708,5018,1329,6332,985,5173,1114,4908
CLUG_01355,592,436,884,522,645,314,372,339,1321,544,1186,435,366,1118,528,1141,590,612,392,942,453,1085,612,1119
CLUG_01354,388,368,651,568,373,296,202,376,1173,768,1131,361,478,905,630,802,649,475,610,708,678,752,768,919
CLUG_01821,1719,2405,3954,3727,1859,976,1283,1384,4166,689,5155,1774,647,5026,8988,5429,9881,3155,3062,3018,2066,3869,2483,4157
CLUG_01356,12769,1108,9943,1351,11699,655,11198,823,11395,783,8106,898,939,10996,1138,13180,1437,14925,1149,17004,823,15386,1475,10981
CLUG_02261,2709,532,3059,526,2612,220,1773,236,2906,152,2948,266,239,4014,307,4006,218,3063,306,3737,160,4715,373,3293
CLUG_02262,3259,1398,5346,2179,3197,464,2682,594,6033,809,6024,774,774,6697,1656,6337,1831,4862,1114,5983,733,6304,1045,5982
CLUG_02263,1652,1396,2132,1714,2086,364,1324,519,2066,377,1732,653,343,2199,1185,1858,1175,2162,843,2980,727,2865,617,1998
CLUG_05045,3,9,8,4,7,6,6,8,4,4,7,5,11,6,5,5,5,5,4,5,2,5,6,4
CLUG_05044,3,1,2,2,2,1,1,8,0,1,2,2,14,2,14,4,3,1,1,3,5,1,7,1
CLUG_05047,6697,182,4197,289,5542,337,3283,350,4267,481,4450,360,581,5159,174,5933,178,8055,328,9810,148,9183,266,4732
CLUG_05046,2935,823,2681,701,2714,428,1529,575,2511,479,2849,418,697,3159,316,3282,270,3400,607,3666,404,4225,559,2686
CLUG_05041,5,9,3,4,3,12,1,9,0,4,5,3,24,3,5,8,7,3,3,5,6,1,14,2
CLUG_02323,2573,229,3076,402,2226,236,1603,260,3418,260,2976,280,348,2891,186,2772,201,3296,367,4484,268,4201,397,3346
CLUG_02264,991,890,2411,1860,988,298,741,441,2808,238,2531,710,208,2786,3255,2986,3261,1861,1116,1872,588,2113,738,2750
CLUG_02012,10179,5696,16065,5907,11145,1146,10311,1693,14703,804,13531,1925,819,13382,2119,12401,2133,14611,1939,20167,1658,16238,2060,14832
CLUG_03072,2077,202,3286,401,1489,365,1392,518,4668,151,4236,483,342,3563,226,3688,120,3026,372,4485,528,4195,619,4417
CLUG_03073,1648,648,2493,893,1946,226,1380,338,3223,172,3436,268,198,2949,301,2639,312,1945,378,3223,291,3025,351,2428
CLUG_03070,9422,31264,7482,31377,12497,12608,10870,16975,15276,22041,16657,10363,23457,13658,38791,16640,38793,9216,19280,8733,20087,11129,30320,9967
CLUG_03071,2895,577,3125,588,2497,207,1901,379,4011,469,3360,324,557,3905,481,3465,473,4043,366,5526,460,5391,556,4193
CLUG_03076,2360,136,3084,160,1975,148,1293,194,3404,215,3206,195,305,3455,303,2951,320,3716,193,5618,214,5244,275,4090
CLUG_03077,239,140,238,170,232,29,223,37,282,52,298,67,36,309,66,327,36,257,38,275,31,233,41,236
CLUG_03074,54,129,44,94,83,32,36,29,113,143,113,49,124,96,113,107,138,73,75,76,99,75,95,58
CLUG_03075,1068,62,1452,67,744,43,450,66,1482,212,1412,99,220,1402,137,1273,161,1711,100,2895,73,2525,73,1784
CLUG_03078,5699,995,5966,1189,5554,241,4327,307,6072,234,6330,349,338,6627,300,6334,327,7299,395,10773,330,8693,377,6693
CLUG_03079,1549,118,3344,195,1812,169,1017,237,3729,210,4035,281,190,2934,86,2795,106,2478,251,4324,232,3554,270,3146
CLUG_02266,3516,2970,3328,4607,2158,1943,1642,2706,3937,2956,3129,3509,3999,2928,1268,3227,1625,3104,6401,3519,3288,3706,5513,3040
CLUG_03216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLUG_03217,1207,1337,2063,1819,1338,4228,904,4875,1911,6279,2064,3496,7132,1937,2781,2203,3504,1794,4922,2115,7928,2544,6090,1964
CLUG_03214,0,0,16,0,3,20,2,6,2,14,8,0,39,2,6,2,4,3,9,2,7,0,2,0
CLUG_03215,491,61,388,87,493,712,313,473,705,1550,393,531,1885,528,443,567,448,510,929,514,489,709,745,491
CLUG_03212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLUG_03213,4,15,0,8,4,293,10,226,2,896,6,262,833,2,151,5,110,0,350,6,335,10,368,0
CLUG_03210,536,333,809,502,754,192,548,309,779,439,781,230,503,892,542,824,470,706,348,995,417,1011,635,724
CLUG_03211,1063,1038,2188,937,1487,659,1012,720,1605,944,1703,541,1520,1911,1393,1900,1438,1707,853,2507,1039,2200,1660,1655
CLUG_03218,0,8,4,0,0,98,0,76,0,208,0,112,202,2,30,0,47,0,87,0,98,0,138,0
CLUG_03219,568,485,778,564,552,2221,318,2513,863,3861,602,2000,3744,1848,1065,1879,1340,482,2668,932,3385,1052,2934,693
CLUG_02035,177,38,285,32,267,83,91,97,337,278,332,102,276,333,98,371,64,170,154,329,104,291,114,224
CLUG_02034,14901,18533,27745,30378,16451,6406,10939,8565,46260,9029,47119,12372,5720,43657,52589,45996,64412,19707,20219,19588,14267,19289,12058,31819
CLUG_02037,8777,2909,12555,3027,9988,843,6850,1296,14226,816,14707,1330,1082,13504,1436,11597,1495,11388,1769,15228,962,14357,1168,12786
CLUG_02036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLUG_02031,2,2,4,2,7,2,3,2,3,1,5,1,3,2,2,3,5,3,2,3,2,4,5,3
CLUG_02030,224,80,546,67,242,79,107,59,325,78,477,69,155,447,49,498,74,342,94,363,52,366,101,338
CLUG_02033,10220,4466,11212,4682,11835,1107,8335,1568,12542,804,10925,1549,1022,12965,2149,12782,2392,12145,1597,15862,1542,16389,1378,11913
CLUG_02032,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLUG_02039,1172,50,1832,42,1602,59,485,86,1795,104,1785,91,160,2142,98,1885,132,1576,63,2480,90,2484,133,2237
CLUG_02038,1747,355,2061,411,2073,197,1166,221,2082,293,1998,180,394,2781,185,2462,262,1994,223,2699,205,3013,245,1862
CLUG_05088,1085,228,1549,199,874,263,758,330,1216,741,1976,462,672,1766,511,1844,801,1926,505,1836,505,1281,581,1175
CLUG_01711,560,251,687,285,543,91,285,98,922,109,832,114,112,1125,190,847,186,550,99,722,130,814,107,804
CLUG_01710,386,332,636,236,549,129,361,196,803,114,776,145,106,846,218,725,202,430,192,785,263,876,202,595
CLUG_01713,2409,202,2379,288,1927,187,1294,210,2718,546,2439,251,608,3120,88,2468,119,3187,289,3931,224,4355,332,3022
CLUG_05029,2219,3889,3719,3403,2631,3870,2995,4317,3228,3052,3209,3324,3040,4350,1913,3733,1154,2572,2937,3261,3964,3224,2396,2773
CLUG_05028,738,2100,1310,937,1705,2387,1068,2752,2137,2703,1702,1502,2985,1650,1317,2025,879,951,1943,1347,3186,1576,1585,1277
CLUG_05023,439,71,549,94,422,199,301,164,518,601,365,240,812,463,157,335,193,428,204,846,99,656,306,542
CLUG_05022,5601,727,6291,789,6173,1181,4559,1119,6330,3018,6310,981,3846,7620,721,7349,943,6535,1054,7476,1063,8422,1315,5997
CLUG_05021,493,1738,2434,2336,866,623,749,810,2464,1141,4344,634,1094,1607,1900,1813,2699,952,764,1325,682,1255,538,1523
CLUG_05020,1846,257,3210,381,2110,233,1586,230,3287,175,3148,321,256,2770,138,2406,183,2706,260,3412,339,2759,363,2883
CLUG_05027,1492,2438,2562,2434,1897,2600,1429,3187,2464,3907,2690,2035,4070,2197,2453,2226,2951,1760,2785,2754,4465,2672,3159,2082
CLUG_05026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLUG_05025,1760,1929,2276,2317,2123,416,1568,546,2619,764,2351,610,1125,2371,1360,2291,1807,2258,878,2890,647,2733,686,2277
CLUG_05024,958,1511,2314,1855,1134,444,698,475,2395,1102,3032,443,1070,2274,924,2183,1190,1409,683,2039,863,1773,1062,2192
CLUG_04888,380,19756,1432,13221,901,19147,582,24128,879,21173,1196,10498,31372,983,18057,871,21024,699,15836,1111,24568,861,22234,862
CLUG_04889,2292,2592,4180,1868,3376,1601,1997,1914,3526,2173,3855,1618,2754,4057,1404,4281,1473,2769,2076,4272,1690,4037,1985,2755
CLUG_01717,1713,876,2145,1004,1780,467,1537,708,1964,867,2131,572,899,2225,698,2131,969,2140,832,2755,612,3014,1110,2226
CLUG_04882,4900,497,6345,448,4880,416,1356,546,1817,1311,2226,557,1007,1675,244,2485,333,4593,610,4502,1296,4718,711,3514
CLUG_04883,36,9,26,7,32,91,18,42,42,158,50,77,330,46,89,36,55,21,70,32,77,20,82,26
CLUG_04880,1113,779,1908,759,1503,292,927,371,1943,529,1938,384,540,1677,384,1637,417,1607,357,2253,631,2181,446,1869
CLUG_04881,2570,291,2294,291,2236,475,744,505,1488,744,1374,361,1064,1384,208,1491,238,3003,275,3127,809,3569,617,1975
CLUG_04886,138,28,41,20,89,179,86,92,75,315,36,96,359,41,102,50,76,130,79,232,167,152,229,58
CLUG_04887,27785,44447,36602,26728,53376,38278,30061,47126,41752,13961,35229,41890,19242,42721,30526,37715,33762,34025,45201,55370,49075,56687,41926,30529
CLUG_04884,643,102,1673,59,973,717,725,544,1436,1260,1480,498,1913,1568,228,1838,170,1184,483,1467,586,1166,933,1397
CLUG_04885,5,102,51,38,44,11,6,15,3,0,48,3,34,3,4,8,0,2,2,6,8,4,3,2
CLUG_00110,941,283,1222,425,951,636,634,705,1652,1564,1305,671,2138,1898,593,1633,604,1370,978,1646,570,1742,1080,1513
CLUG_04082,2643,1489,3361,1425,2865,864,1961,1029,3417,704,3258,1303,946,3579,2161,3232,1697,3384,1150,4880,1134,5260,927,3521
CLUG_04083,1053,539,1778,626,1285,532,906,573,2283,418,2013,636,545,2217,563,2037,572,1472,591,2430,786,2306,572,1761
CLUG_04080,6020,4729,9190,4761,4699,1558,3141,1953,13230,779,13906,3164,826,13905,6557,12244,7929,7298,4048,7189,1734,9189,1787,10433
CLUG_04081,2734,446,3573,679,2208,384,1973,409,4958,343,4983,432,303,4427,519,4537,391,3392,455,4828,528,4751,515,4805
CLUG_04086,5010,1665,5721,1821,5000,1139,4301,1349,6382,868,5945,1267,997,6896,1596,6307,1634,6192,1475,8475,1290,8703,1336,6412
CLUG_04087,3213,1410,5569,1560,3139,566,1970,809,4481,154,4335,982,232,6363,352,6207,432,3706,942,4792,955,7928,1096,5146
CLUG_04084,1491,468,2567,633,1600,212,1447,244,2942,112,2679,322,133,3053,323,2422,367,2163,291,3169,407,3183,365,2912
CLUG_04085,272,39,401,35,234,29,267,36,354,41,345,51,50,441,24,333,20,383,37,567,34,592,58,410
CLUG_04088,31770,14,20089,69,26091,12,48960,48,37551,24,24296,43,91,30066,16,34315,35,48603,24,41240,26,29624,25,32922
CLUG_04089,626,32,661,28,496,84,426,75,1209,124,1211,89,97,743,141,1102,28,782,104,666,50,983,74,721
CLUG_00112,6044,4123,7309,4063,6131,1463,4322,1797,8034,1737,6560,3068,1561,8576,1828,7901,1829,7406,4043,9859,2163,9941,1739,7866
CLUG_01104,1089,431,1076,465,1305,237,791,237,1547,346,1342,289,472,1527,309,1463,312,1302,312,1837,312,2010,428,1188
CLUG_01105,3998,1235,3911,1410,3817,432,3247,505,6181,670,4575,619,914,5548,1113,4633,891,4668,671,6626,449,6403,547,5124
CLUG_01106,714,119,621,116,601,180,388,144,580,340,439,196,510,649,146,564,162,781,218,1314,187,1564,284,675
CLUG_01107,1368,153,1483,180,1520,170,1001,185,1422,135,1412,164,474,1513,0,1316,115,1941,166,2919,201,2874,243,1724
CLUG_01100,7747,1213,2264,1392,2762,913,1993,1056,930,1954,617,2326,1447,1626,608,2087,588,12020,2470,9402,2131,6091,1106,3384
CLUG_01101,7582,399,10113,568,7706,2168,4149,2117,6950,2447,6843,1765,3327,8259,892,8620,1014,8355,2103,9659,1572,9934,1561,8353
CLUG_01102,5053,290,4471,362,4781,503,2187,494,5816,1749,4663,510,1643,4206,661,4275,609,4485,566,5673,526,6490,734,4265
CLUG_01103,1409,785,2209,757,1730,1046,936,1541,1846,1585,1740,1382,2371,1770,640,1799,637,1882,2652,2737,1382,2466,1743,1897
CLUG_01108,836,62,651,55,637,58,494,141,773,171,685,110,283,817,67,701,68,1236,135,1673,75,1601,175,903
CLUG_01109,6898,1945,7380,2128,7525,763,5830,829,8948,1564,7996,985,1582,8612,1667,7359,1627,8156,1160,10127,1057,10802,1384,8355
CLUG_03858,5198,8014,6943,8190,5078,7591,3900,8313,10070,7731,7788,7991,7310,11844,8732,10658,9277,5428,8395,7512,10662,7867,6854,7381
CLUG_03859,3173,762,4154,996,2965,2376,2117,2902,5009,4643,4469,2203,4035,5041,1042,4403,1253,4231,2836,6162,5522,6067,3619,5187
CLUG_03854,232,107,293,117,190,281,117,296,436,215,326,152,373,352,95,350,141,265,188,395,251,410,326,354
CLUG_03855,639,577,1246,692,574,1185,413,1216,1889,1981,2098,1032,2019,1433,1256,1426,1127,924,1378,1198,2667,1200,1979,1370
CLUG_03856,332,327,331,536,322,451,262,595,638,1002,387,430,664,603,796,511,772,515,675,626,1792,653,916,448
CLUG_03857,1466,814,2563,1522,1417,595,1045,662,5130,1239,5182,670,1114,3622,1044,3198,1137,2034,1087,2631,1189,2954,1062,3145
CLUG_03850,12988,24198,15818,25689,12354,22047,9650,26512,18168,16913,16574,23945,22285,24186,31832,22001,32860,14820,30071,18172,27580,20426,28749,16830
CLUG_03851,3734,2786,4663,2244,4120,7738,3009,9325,4662,8061,4727,6095,10040,4147,3538,4122,3321,4312,8296,5453,11410,6396,10710,4863
CLUG_03852,4558,1355,4324,1498,4798,2730,4583,3118,4566,4116,4152,2299,5220,5484,2372,5632,2281,5912,3433,6692,3043,6839,4595,4973
CLUG_03853,365,626,1404,905,462,1396,1331,1672,1571,2721,3092,1184,2866,939,1561,763,1756,1276,1951,1690,2788,532,2905,1431
CLUG_00509,5370,3197,5519,2295,6298,6776,4192,8511,5069,11755,4670,4900,13312,6980,3576,8697,4473,5668,6067,7327,9775,10137,9390,3878
CLUG_00508,35105,10348,22664,8734,19987,6401,12871,8176,18247,6314,10718,12598,7451,29092,8041,28867,6682,33204,14454,43078,8526,53301,11910,24735
CLUG_00503,3239,1398,4013,1767,2855,1029,2724,1399,4261,1672,3567,1316,1999,3194,946,3081,1283,3918,1685,4680,1710,4129,2193,3844
CLUG_00502,35,36,9,21,9,117,6,116,4,455,2,124,635,84,120,116,135,30,239,39,95,35,231,9
CLUG_00501,53,53,26,51,18,151,20,217,8,745,6,189,1174,100,212,128,194,36,420,24,158,24,516,24
CLUG_00500,3,20,10,23,0,77,4,67,0,234,1,74,485,9,97,10,86,2,131,2,29,0,184,2
CLUG_00507,21,419,18,441,20,125,26,156,387,848,174,133,785,18,651,28,553,44,296,314,562,86,603,24
CLUG_00506,12668,39870,12230,49511,5062,57961,3075,74368,15007,100088,12687,71783,109600,9293,49115,11934,53782,7618,95627,6780,79331,8461,93971,9672
CLUG_00505,558,1812,408,2241,367,744,227,859,320,1834,359,919,2779,603,2808,602,3410,437,1292,392,564,530,1311,402
CLUG_00504,3555,589,3807,777,3586,840,2771,1107,3351,2344,2875,924,3283,3516,693,3289,891,5028,1668,7697,1054,6378,2030,3885
CLUG_02205,1320,681,1434,839,1003,946,1810,1094,714,2051,752,663,2861,509,1096,426,1706,1035,1536,841,1680,457,2998,524
CLUG_00769,2537,53,3254,153,1877,93,1471,139,4362,35,3797,146,69,4240,43,4093,56,3863,94,6042,150,5141,179,4495
CLUG_00768,770,120,428,92,783,22,603,48,612,12,709,32,18,544,17,797,18,902,28,1015,65,1134,35,459
CLUG_00767,1254,175,1512,258,1216,35,494,48,2421,42,2191,101,36,2093,41,1854,29,1668,36,2295,78,2504,86,2017
CLUG_00766,1583,362,2321,354,1546,53,550,76,2913,56,2684,162,52,2394,291,2139,180,1962,65,2823,113,3179,97,2904
CLUG_00765,928,213,1116,251,1008,70,660,107,1385,39,1281,149,49,1486,65,1278,93,1119,101,1752,117,1943,89,1390
CLUG_00764,1652,2143,2372,2017,2178,472,1582,610,2917,245,2698,1178,315,2745,1615,2393,1719,2112,1374,3079,527,3050,420,2523
CLUG_00763,156,126,106,162,76,131,31,157,56,349,0,154,298,163,191,280,160,55,335,48,500,377,919,34
CLUG_00762,19852,175,33359,273,10702,264,5072,427,5985,307,7279,742,374,13989,129,21347,75,26938,543,30404,813,47529,823,16571
CLUG_00761,4986,5855,10526,8259,5678,2477,3708,4364,11908,3765,13655,4864,3224,12254,17341,13246,22912,7638,9882,7866,6880,10094,8951,10525
CLUG_00760,486,33,1148,69,533,57,270,109,1496,268,1850,40,391,1334,140,1207,102,807,160,1844,115,1592,288,1282
CLUG_03689,1278,512,1865,560,1266,91,1054,204,2139,90,1663,116,184,2601,211,2258,320,1506,191,2154,183,2350,165,2168
CLUG_03688,2300,709,2817,914,2116,243,1241,361,4937,687,3916,343,782,3802,550,3572,624,3004,411,4141,511,3917,551,4310
CLUG_03681,3046,1970,4916,3431,3030,536,2734,746,7646,462,6689,1222,422,8946,3568,7988,3924,4040,1292,4940,1199,5116,1054,6447
CLUG_03680,11730,9760,17806,13308,10156,3501,7189,4261,23865,1546,24378,7822,1606,24838,12739,24897,15428,13183,10985,15901,5863,17003,5985,18816
CLUG_03683,63160,74586,90618,57926,112268,22031,190140,22172,104986,6326,73925,25698,8481,160019,27584,102054,12834,65277,18584,91652,21425,80108,12156,119865
CLUG_03682,1085,1691,3064,2502,1767,1032,3345,1428,2958,2295,3912,810,2845,2804,3279,2358,3767,2358,1429,3189,1526,1761,2899,2919
CLUG_03685,21379,13461,19621,13956,20032,3492,28019,4042,20315,9539,16282,5177,9016,23842,10758,19669,7508,29954,5849,31227,4655,22813,5161,24446
CLUG_03684,1055,1260,1054,1057,1189,405,1253,358,1571,1387,1165,465,1677,1314,1285,1288,781,1730,513,2081,508,1693,768,1414
CLUG_03687,1993,4149,4834,4747,2940,1077,1642,1337,5001,1236,6009,1868,1200,6888,9161,5976,10920,2547,2356,3135,1991,3686,1168,4288
CLUG_03686,805,520,964,740,699,255,449,359,1557,1565,1203,267,1318,1643,974,1477,855,1015,502,1357,620,1394,594,1400
CLUG_02620,997,1021,1128,1226,1217,232,1028,295,1751,237,1420,291,176,1746,873,1803,725,1364,284,1429,196,1600,202,1333
CLUG_02621,398,1582,1059,1635,720,631,651,868,1448,849,1632,674,672,1160,2745,1113,1711,615,1312,1229,826,927,810,872
CLUG_02622,3123,213,2848,360,3011,222,1818,254,2722,893,2635,230,895,3539,922,3194,927,4286,281,5134,176,5807,366,3645
CLUG_02623,2203,268,2352,322,1823,184,1390,261,2675,686,1893,271,551,2768,446,2294,480,2907,265,3543,230,3453,295,2683
CLUG_02624,1094,155,1833,245,1057,497,719,529,1925,753,1285,552,628,2845,167,2380,126,865,579,1500,644,2602,614,1798
CLUG_02625,3329,239,1975,263,2930,154,2152,174,1828,109,1984,130,94,1815,117,1805,110,3041,90,2674,214,3893,223,2205
CLUG_02626,381,22,221,36,313,35,114,36,395,48,329,44,44,682,41,651,35,240,36,197,46,314,64,316
CLUG_02627,1533,35,1073,57,1539,103,432,111,1175,129,1002,98,228,1432,108,1387,79,1154,130,2037,180,3169,144,1326
CLUG_02628,1755,120,1789,167,1873,114,1443,190,1570,212,1615,208,324,1351,129,1297,126,2145,214,2790,168,2889,208,1771
CLUG_02629,6323,5148,8803,5569,5905,877,4223,1226,10719,1475,9730,1906,1841,9208,4348,9395,4629,9347,2406,12727,1492,12062,1810,10812
CLUG_03533,368,157,559,181,496,319,306,321,637,782,588,273,1128,675,416,552,460,493,264,746,414,679,535,575
CLUG_03532,615,674,748,919,573,536,329,554,1416,1538,1111,567,2102,1140,1503,1035,1613,966,573,1255,906,1323,1150,1118
CLUG_03531,1288,856,1941,875,1557,795,687,732,2099,2113,2118,522,3310,1977,1610,1760,1668,1630,666,2470,584,2472,1433,2072
CLUG_03530,1477,1236,1785,1338,1429,878,1033,908,1961,2587,1692,1004,3232,2169,2324,2026,2441,1789,1134,2273,1229,2718,1856,1981
CLUG_03537,61524,20597,17071,19767,46748,3145,51467,3901,8383,4447,3434,13710,4092,8700,2175,10394,2432,60672,13685,26132,4009,29338,4151,15990
CLUG_03536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLUG_03535,36212,100718,35938,101500,36992,112382,28413,136407,44281,128227,37587,108798,145952,53599,149209,51662,153009,39301,122470,47439,136624,51518,107164,39742
CLUG_03534,17555,11806,12905,14247,26595,8869,19521,12247,19304,10125,11804,10353,8927,15971,16648,15193,12739,23440,14108,30075,22369,36918,19150,18341
CLUG_03539,437,263,1955,828,447,123,676,182,2021,281,3654,255,163,1620,427,1919,894,1185,433,2029,269,953,340,1902
CLUG_03538,2191,3216,3505,2751,3300,1537,2543,1562,4131,889,3606,2139,877,3792,1787,3508,1496,2602,2910,4141,2049,3680,1945,3172
CLUG_02484,49653,48663,47493,61235,56192,19489,40201,24154,81108,13765,65345,37959,12250,66967,36098,62912,35157,58515,50291,99278,28565,83003,26712,63174
CLUG_02485,492,467,0,360,0,0,0,274,855,423,1089,216,521,1018,475,0,287,648,277,0,114,1025,0,750
CLUG_02486,167,58,256,44,219,139,110,126,288,402,337,130,843,306,114,256,139,194,187,293,41,298,191,271
CLUG_02487,747,137,1250,229,959,136,349,134,1401,385,2058,147,693,1016,146,1113,164,883,177,1265,118,1162,229,1163
CLUG_02480,3696,20939,5019,24286,3582,24547,2848,30946,5216,43108,4447,25301,37663,6047,33918,5156,39967,4682,31356,6042,41536,6013,33915,4930
